com.samsung.shealth.step_daily_trend,6311013,6,,,,,,,,,,
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
bde42921-89d2-4f92-96b1-e8d9bb60f3b0.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,106,9125,1.5343487,7126.4297,334.63995,w0vQtxj0o5,com.sec.android.app.shealth,bde42921-89d2-4f92-96b1-e8d9bb60f3b0,1713312000000
253f4512-ebc3-4edb-a652-2685147146f2.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,106,7689,1.5493351,6004.1113,273.54987,w0vQtxj0o5,com.sec.android.app.shealth,253f4512-ebc3-4edb-a652-2685147146f2,1713571200000
69429c81-4261-40c9-b707-8cb4f59862ab.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,106,3895,1.5231018,3029.31,131.10999,w0vQtxj0o5,com.sec.android.app.shealth,69429c81-4261-40c9-b707-8cb4f59862ab,1713657600000
b3bf6abf-7859-4d96-8401-535174cea2c5.binning_data.json,2024-04-22 14:27:11,2024-04-22 14:27:11,com.sec.android.app.shealth,106,11593,1.5117131,8995.33,396.4197,w0vQtxj0o5,com.sec.android.app.shealth,b3bf6abf-7859-4d96-8401-535174cea2c5,1713484800000
c9a179a5-44ba-45a1-8c53-9f50204a6f3a.binning_data.json,2024-05-06 12:02:11,2024-05-02 14:52:07,com.sec.android.app.shealth,-2,13005,1.8408757,11045.359,628.38385,VfS0qUERdZ,com.sec.android.app.shealth,c9a179a5-44ba-45a1-8c53-9f50204a6f3a,1714608000000
9efb44e9-ef7b-4de1-a2d6-854f6d7cde16.binning_data.json,2024-05-06 12:02:12,2024-05-02 23:00:01,com.sec.android.app.shealth,106,13005,1.8408757,11045.359,628.38385,w0vQtxj0o5,com.sec.android.app.shealth,9efb44e9-ef7b-4de1-a2d6-854f6d7cde16,1714608000000
4a14727a-e6e5-4bdf-8691-88a8f136fe99.binning_data.json,2024-05-06 12:02:11,2024-05-06 12:02:11,com.sec.android.app.shealth,-2,14186,1.5122325,11008.624,504.30005,VfS0qUERdZ,com.sec.android.app.shealth,4a14727a-e6e5-4bdf-8691-88a8f136fe99,1714780800000
5b4d0c31-6c8d-4c1a-be22-2cf885d4782e.binning_data.json,2024-05-06 12:02:11,2024-05-06 12:02:11,com.sec.android.app.shealth,-2,7599,1.5890745,5963.9683,250.7398,VfS0qUERdZ,com.sec.android.app.shealth,5b4d0c31-6c8d-4c1a-be22-2cf885d4782e,1714694400000
c4a3252c-ba0c-44c7-9f88-3f25a3e33df5.binning_data.json,2024-05-06 12:02:11,2024-05-06 12:02:11,com.sec.android.app.shealth,-2,6993,1.4565871,5380.799,247.15996,VfS0qUERdZ,com.sec.android.app.shealth,c4a3252c-ba0c-44c7-9f88-3f25a3e33df5,1714867200000
6188c720-7ab5-48e1-af2a-9c0539c84097.binning_data.json,2024-05-06 12:02:12,2024-05-06 12:02:12,com.sec.android.app.shealth,106,6993,1.4565871,5380.799,247.15996,w0vQtxj0o5,com.sec.android.app.shealth,6188c720-7ab5-48e1-af2a-9c0539c84097,1714867200000
95c03fc4-7ced-47b4-8ad0-082f4ae63bbf.binning_data.json,2024-05-06 12:02:12,2024-05-06 12:02:12,com.sec.android.app.shealth,106,7599,1.5890745,5963.9683,250.7398,w0vQtxj0o5,com.sec.android.app.shealth,95c03fc4-7ced-47b4-8ad0-082f4ae63bbf,1714694400000
376ab341-0762-453c-b6a1-02fbb1490899.binning_data.json,2024-05-06 12:02:12,2024-05-06 12:02:12,com.sec.android.app.shealth,106,14186,1.5122325,11008.624,504.30005,w0vQtxj0o5,com.sec.android.app.shealth,376ab341-0762-453c-b6a1-02fbb1490899,1714780800000
